REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,247
SVN,Slovenia,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,268.6
SVN,Slovenia,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,262.4
SVN,Slovenia,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,262.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,162.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,163.1
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,169.9
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,175.4
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,173.1
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,170.9
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,162.8
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,159.4
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,156.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,152.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,160.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,161.5
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,162.8
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,165.8
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,164.7
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,167.1
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,174.5
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,155.1
NZL,New Zealand,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,209.8
GBR,United Kingdom,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,289.3
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,164.4
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,203.6
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,203.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,173
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,179.1
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,184.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,188.4
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,204.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,207.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,213.2
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,212.9
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,213.4
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,218.2
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,221.6
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,220.2
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,229.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,234.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,191
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,195.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,194.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,197.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,199.8
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,159.7
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,162.5
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,179.8
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,180.8
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,179.9
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,180.3
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,160.6
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,164
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,164.3
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,166.7
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,169.1
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,170.7
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,168.2
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,172.1
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,176.4
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,176.6
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,153
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,155.4
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,159.5
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,163.6
FRA,France,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,160.2
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,397.9
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,389.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,389.7
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,396.7
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,400.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,401.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,375.4
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,388.7
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,390.9
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,400.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,403.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,401.3
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,416.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,403.7
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,392
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,396.2
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,379.2
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,374.4
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,374.7
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,376.6
LTU,Lithuania,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,386.5
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,220.4
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,225.7
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,265.6
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,226.1
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,229.9
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,230.5
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,234.6
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,238.9
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,243.2
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,246.6
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,246.8
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,252
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,256.5
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,259.8
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,263.5
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,264.7
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,201.9
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,205.2
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,209.8
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,215.8
CAN,Canada,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,220.3
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,235.9
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,234.5
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,273.7
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,272.6
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,264.2
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,267.9
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,235.1
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,233
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,239.3
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,237.5
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,239.6
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,249.4
ITA,Italy,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,257.4
ITA,Italy,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,267.2
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,251.1
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,263.4
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,226.3
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,214.7
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,226
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,247.1
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,241.9
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,250.9
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,239.4
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,221.3
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,225
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,231.6
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,232.3
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,233.4
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,235.8
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,246.3
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,219.2
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,236.9
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,235.5
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,194.9
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,203.5
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,194
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,201.1
ISL,Iceland,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,234.3
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,262.3
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,268.8
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,272.9
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,252.7
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,254.5
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,249.1
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,231.4
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,245.9
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,253.8
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,261.6
TUR,Türkiye,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,240.8
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,276.5
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,284.4
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,282.7
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,284.7
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,278.5
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,270.7
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,282.8
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,286.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,288.3
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,303.4
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,305.6
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,258.2
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,256.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,270.5
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,271.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,273.2
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,270
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,274.9
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,278.6
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,200.9
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,197.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,402
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,402.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,417.3
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,410.6
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,358.3
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,378.2
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,380.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,386.5
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,401.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,414.2
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,400.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,394.9
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,383.8
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,396.4
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,417.6
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,423.3
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,444.7
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,443.6
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,212.1
SVK,Slovak Republic,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,357.7
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,209
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,212.1
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,210.9
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,201.2
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,193.6
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,203.4
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,198.5
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,205
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,210.5
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,208.1
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,217.6
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,208.1
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,208.4
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,211.2
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,210.2
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,191
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,188.2
SVN,Slovenia,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,209.5
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,215.2
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,221.1
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,251
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,161.6
COL,Colombia,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,161.8
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,246.1
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,221.4
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,227.6
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,228.1
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,228.4
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,231.9
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,237.8
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,231.4
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,237.1
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,242.4
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,248.9
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,204.2
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,203.7
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,207.8
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,208
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,210.9
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,252.5
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,254.4
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,285.7
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,285.2
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,288.7
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,263.1
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,265.4
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,268.3
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,267
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,269.4
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,268.9
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,272.3
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,276.6
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,280.5
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,282.5
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,226.9
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,226
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,232.6
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,245.5
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,253.7
NLD,Netherlands,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,252.1
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,147.8
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,148.3
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,160.5
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,162.7
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,161.8
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,160.9
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,149.7
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,147.6
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,147.9
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,148
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,150.5
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,153.7
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,151.6
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,155
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,153.8
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,154.4
PRT,Portugal,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,148.8
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,224.1
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,222.8
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,200.2
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,202.7
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,207.9
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,212.8
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,225.6
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,229.8
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,233
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,180.4
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,182.4
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,184.5
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,188.3
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,192
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,194.6
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,197.5
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,205.7
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,208
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,214.6
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,216.6
JPN,Japan,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,220.2
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,322.8
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,323.1
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,358.4
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,367.4
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,362.1
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,351.3
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,326.2
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,333.4
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,335.3
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,266.9
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,273.9
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,280.9
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,287.1
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,293
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,295.2
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,357.2
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,341.4
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,298.9
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,307
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,316.4
ESP,Spain,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,320.9
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,220.5
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,254.7
NZL,New Zealand,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,249.2
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,215
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,210
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,213.2
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,220.7
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,226.8
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,227.5
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,222.7
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,231.4
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,233.5
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,231
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,230.8
