REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,218.8
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,216.8
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,218
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,194
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,195.9
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,196.8
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,200
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,201.6
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,205.3
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,207.7
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,208
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,211
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,215.2
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,174.3
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,174.7
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,180.2
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,185.5
CAN,Canada,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,190.6
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,154.4
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,154.1
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,171
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,170.5
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,167.4
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,170.7
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,152.1
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,156.9
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,156.3
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,159
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,157.5
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,162.9
IRL,Ireland,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,239.1
IRL,Ireland,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,243.3
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,169.1
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,167.6
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,153.5
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,153.6
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,151.3
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,154.2
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,157.1
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,155.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,154.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,171.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,171.9
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,172.9
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,180.4
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,157.7
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,160.2
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,158.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,160.1
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,162.9
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,161.2
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,168
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,167.4
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,163.6
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,170.5
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,142.6
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,147.8
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,149.7
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,152.1
CHE,Switzerland,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,156.2
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,256.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,247.6
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,259
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,262.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,265.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,265.3
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,244.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,249.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,254.6
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,255.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,257.3
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,263.6
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,264.1
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,261.6
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,261.2
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,258.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,247.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,243.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,244.5
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,244.8
LTU,Lithuania,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,251.3
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,296.3
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,304.8
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,378.7
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,384
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,388.6
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,392.3
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,306.5
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,314.8
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,320.5
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,329
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,338
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,341.8
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,349.9
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,355.1
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,365.6
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,368.1
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,264.8
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,270.1
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,283
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,289.8
FRA,France,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,291.6
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,255.9
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,259.2
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,301.4
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,304.1
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,317.2
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,320.1
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,263.6
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,273.6
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,272.9
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,279.4
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,276.5
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,286
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,288.3
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,303.4
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,301.9
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,303
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,236.7
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,246.3
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,240.3
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,248.8
DNK,Denmark,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,259.1
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,179.3
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,182.5
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,198.8
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,196.9
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,204.1
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,193.8
POL,Poland,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,217.1
POL,Poland,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,203.3
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,168.4
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,167.7
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,183.4
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,187.3
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,184.5
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,186.6
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,193.5
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,198.1
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,172.6
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,173.6
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,181.2
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,177
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,185.6
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,183.3
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,183
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,194.2
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,195.4
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,197.9
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,202
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,180.9
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,180.7
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,183.9
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,182
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,185.2
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,184.8
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,185.2
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,187.9
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,186.9
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,190.3
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,202.1
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,208.1
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,174.3
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,177.6
DEU,Germany,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,178.9
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,289.8
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,293.8
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,342.1
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,354.2
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,363
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,332.8
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,301.5
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,307
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,312.1
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,324.5
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,308
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,342.5
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,330.5
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,339.3
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,327
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,350.6
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,367.6
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,267.3
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,282.3
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,276.5
IRL,Ireland,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,281.4
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,169.4
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,173.3
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,172.2
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,172.6
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,169
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,163.1
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,177.9
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,178.3
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,181.8
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,184.1
TUR,Türkiye,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,159
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,245.8
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,238.4
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,271.9
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,268.9
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,251.5
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,280.3
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,254.4
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,227
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,222.5
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,234.9
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,217
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,227
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,239.8
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,243.9
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,246.5
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,242.1
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,252.4
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,257.3
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,228.9
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,233.1
CRI,Costa Rica,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,244.2
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,225.5
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,228.2
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,248
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,254.2
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,253.7
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,259.8
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,234
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,236
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,239.9
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,267.7
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,158.8
MEX,Mexico,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,163.5
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,243.8
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,243.3
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,248.5
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,247.9
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,199
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,205
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,208.5
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,215.9
BEL,Belgium,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,221.5
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,174.4
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,176.8
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,205.5
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,208.1
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,210.3
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,214.4
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,178.3
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,181.6
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,183.8
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,186.7
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,189
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,191.7
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,193.5
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,196.6
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,198.7
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,201.1
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,161.5
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,161.3
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,164.7
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,168.4
USA,United States,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,171.8
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2015,217.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2014,222.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2003,261.2
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2002,264.2
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,265.5
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,267.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2013,221.9
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2012,227.1
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2011,229.6
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2010,234.4
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2009,239.2
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2008,241.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2007,243
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2006,247.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2005,254.3
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2004,255
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,211.4
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,216.8
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,200.1
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,203.7
FRA,France,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,215.5
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,270.8
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,276.1
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,225.2
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,230.5
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,236.3
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,241.9
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,280.9
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,284.4
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,285.8
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,291.9
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,295.2
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,302.4
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,309.3
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,316
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,323
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,225.3
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,247.5
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,251.9
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,255.3
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,260.3
USA,United States,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,265.1
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,284.1
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,288.3
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,331.4
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,335.9
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,339
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,352.3
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,295.1
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,286
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,292
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,294.6
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,298.1
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,303.9
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,304.4
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,309.7
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,317.6
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,322.5
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,265.8
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,269.3
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,273.4
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,274.2
DEU,Germany,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,283.9
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,313.8
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,313
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,370.7
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,378.7
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,166.1
AUT,Austria,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,167.7
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,314.2
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,319
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,333.5
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,333.6
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,346.1
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,344.9
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,346.1
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,394.4
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,355.2
NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,365.5
